"Geneid","ensembl_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000116285.15","ENSG00000116285","ERRFI1",3355.08446950052,2.41414232562825,0.146227009778506,16.5095513427035,3.13203101378613e-61,1.7218087915143e-58
"ENSG00000099337.7","ENSG00000099337","KCNK6",937.138591080292,2.78403748880856,0.168826344227879,16.4905394447842,4.29101275748052e-61,2.28523248165572e-58
"ENSG00000197381.20","ENSG00000197381","ADARB1",1997.69021316456,2.31743334060075,0.140747361518526,16.4651991738809,6.5247534281405e-61,3.36954084613244e-58
"ENSG00000253368.6","ENSG00000253368","TRNP1",562.435061920875,2.01885900203803,0.122691140731638,16.4548066795945,7.74688209181866e-61,3.88301072378746e-58
"ENSG00000105989.12","ENSG00000105989","WNT2",361.243108280916,-2.96286677298814,0.182050779668405,-16.2749469042914,1.48648377056676e-59,7.23790183371394e-57
"ENSG00000163661.6","ENSG00000163661","PTX3",9565.13924798846,2.24519679244311,0.138022932984049,16.2668387339847,1.69695461857973e-59,8.03319461384328e-57
"ENSG00000166741.11","ENSG00000166741","NNMT",7500.80295536823,2.18979906379213,0.136008884007566,16.1004119677235,2.53411699949465e-58,1.16720059203751e-55
"ENSG00000122035.9","ENSG00000122035","RASL11A",983.950019379698,2.31409867685944,0.145129780492184,15.9450298140847,3.08492889206671e-57,1.38350942575265e-54
"ENSG00000148175.15","ENSG00000148175","STOM",13609.1494541972,1.43305628695124,0.0907987055628539,15.7827832243625,4.0875919331127e-56,1.78617286472068e-53
"ENSG00000136478.11","ENSG00000136478","TEX2",3730.22805832621,1.4747947740994,0.096701125619621,15.2510610879607,1.61979271401298e-52,6.90112685805231e-50
"ENSG00000102804.18","ENSG00000102804","TSC22D1",4965.48697912193,1.2088962662902,0.0798477980000205,15.1400075715287,8.82035453178946e-52,3.66625565684771e-49
"ENSG00000124440.17","ENSG00000124440","HIF3A",209.309384149695,2.52655731624399,0.167803240058261,15.0566658627496,3.12136589931966e-51,1.2665313727668e-48
"ENSG00000196569.15","ENSG00000196569","LAMA2",16628.3897924594,2.02987256409956,0.135015563807979,15.0343597941528,4.37255143009307e-51,1.7329539877127e-48
"ENSG00000134686.23","ENSG00000134686","PHC2",2880.13454518684,1.39601999297957,0.0940462744420631,14.843969112669,7.61159034232319e-50,2.94810733213345e-47
"ENSG00000262655.6","ENSG00000262655","SPON1",1713.70953355662,1.92294929160837,0.129643139579738,14.8326343981021,9.0125418086429e-50,3.41314972228649e-47
"ENSG00000145685.16","ENSG00000145685","LHFPL2",2044.34834786417,-1.23077186312675,0.0829975337258105,-14.8290172957754,9.51151793266871e-50,3.52381062192479e-47
"ENSG00000126803.10","ENSG00000126803","HSPA2",457.002755734971,2.46361446414177,0.166193227578522,14.8237957709665,1.02807063775033e-49,3.727740384796e-47
"ENSG00000060718.24","ENSG00000060718","COL11A1",360.400558520563,2.42888790181861,0.163974706033113,14.8125766502556,1.21492369517019e-49,4.31348533606051e-47
"ENSG00000068383.21","ENSG00000068383","INPP5A",1335.25921387794,1.39588919767325,0.0952866503794136,14.6493679032171,1.35974783955103e-48,4.72914748604667e-46
"ENSG00000108821.16","ENSG00000108821","COL1A1",98691.4933765777,-1.28781819279653,0.0880231486322365,-14.6304490671774,1.79597812555685e-48,6.12141184314796e-46
"ENSG00000100242.18","ENSG00000100242","SUN2",2993.49964824897,1.84655679769783,0.126694366797773,14.5748926678426,4.05759839778735e-48,1.35587435088416e-45
"ENSG00000221866.12","ENSG00000221866","PLXNA4",858.409665042018,2.76262808997663,0.189919664946517,14.5462982506556,6.16500366565634e-48,2.02046139365607e-45
"ENSG00000138316.13","ENSG00000138316","ADAMTS14",806.188855186247,-2.50441742589462,0.17233581553017,-14.5321935442733,7.57551752904002e-48,2.43588622131887e-45
"ENSG00000168309.20","ENSG00000168309","FAM107A",162.026079052076,4.82751555444514,0.332383144237619,14.5239481548257,8.5443783673551e-48,2.69654252104566e-45
"ENSG00000133142.21","ENSG00000133142","TCEAL4",2891.02527506698,1.54049655765699,0.106128273441855,14.51542089301,9.6761932363501e-48,2.99821245697961e-45
"ENSG00000131389.20","ENSG00000131389","SLC6A6",743.08717260993,-2.09754928412774,0.144574921076622,-14.5083896190825,1.0720799853974e-47,3.26256912698972e-45
"ENSG00000172986.14","ENSG00000172986","GXYLT2",629.443170078061,-1.69612433351712,0.116922801717321,-14.5063606807658,1.10425820247131e-47,3.30153829588003e-45
"ENSG00000103742.14","ENSG00000103742","IGDCC4",375.215074568049,-2.17774550000728,0.150718334638209,-14.4491080347646,2.53953265949687e-47,7.46184751433547e-45
"ENSG00000103196.14","ENSG00000103196","CRISPLD2",3064.09916979153,2.63400922556653,0.184095741832558,14.3078226543787,1.95540110384275e-46,5.64812637486241e-44
"ENSG00000141401.14","ENSG00000141401","IMPA2",695.651785136904,2.28356773756969,0.159959760897556,14.2758886657262,3.09319443646258e-46,8.78570326436587e-44
"ENSG00000164647.11","ENSG00000164647","STEAP1",1843.84418332232,1.56763435739119,0.110240662104914,14.2201101432002,6.8744655035577e-46,1.92056788707591e-43
"ENSG00000167641.13","ENSG00000167641","PPP1R14A",242.616386982574,3.01688316274472,0.212703497352977,14.1835146120718,1.15893740046506e-45,3.18558244818153e-43
"ENSG00000169715.16","ENSG00000169715","MT1E",525.008339747956,2.19659262075302,0.155858188777232,14.0935336024764,4.1620358839841e-45,1.12586373864852e-42
"ENSG00000070404.12","ENSG00000070404","FSTL3",1643.59129685523,1.768627069309,0.125992770177783,14.0375282392265,9.18610482552146e-45,2.44608747557089e-42
"ENSG00000163171.10","ENSG00000163171","CDC42EP3",1477.95344983298,1.52102010797074,0.108455172379122,14.0244128021279,1.1052313737797e-44,2.89774662645439e-42
"ENSG00000112837.18","ENSG00000112837","TBX18",2787.44245048781,-1.80170955518395,0.128998539549524,-13.9668988616127,2.48200949144186e-44,6.40884935653821e-42
"ENSG00000134363.14","ENSG00000134363","FST",2801.11960416076,-1.81866041276235,0.130747753443794,-13.9096876608603,5.53204976016232e-44,1.40712226884606e-41
"ENSG00000196517.15","ENSG00000196517","SLC6A9",239.40323717636,-2.20708258821368,0.15990423145576,-13.8025277262553,2.46070568514953e-43,6.16696268916445e-41
"ENSG00000136999.7","ENSG00000136999","CCN3",421.349436753025,-2.51960398292554,0.182896066075495,-13.7761518713339,3.546804158828e-43,8.76009224271693e-41
"ENSG00000126016.18","ENSG00000126016","AMOT",380.50430722125,-2.35308036507634,0.17157457548003,-13.7146215194933,8.29983558573228e-43,2.02065425788642e-40
"ENSG00000206538.11","ENSG00000206538","VGLL3",12847.3603170454,1.37255430832697,0.100281113547249,13.6870668840376,1.21308010355584e-42,2.91173396123923e-40
"ENSG00000227051.8","ENSG00000227051","C14orf132",4662.00707426436,-1.13763330281084,0.0832862131308286,-13.6593231946301,1.77626962974711e-42,4.2043315319653e-40
"ENSG00000163378.15","ENSG00000163378","EOGT",1846.03180955967,1.26402986800503,0.0926969079826401,13.6361599918926,2.44078649835249e-42,5.69806623355111e-40
"ENSG00000149218.7","ENSG00000149218","ENDOD1",2077.43303585002,1.9326882670129,0.141957788384106,13.6145278748883,3.28260178502991e-42,7.55974319195673e-40
"ENSG00000124762.17","ENSG00000124762","CDKN1A",8140.61579739821,-1.00428610063387,0.0745486584453787,-13.4715516224844,2.29981682546773e-41,5.22579711194947e-39
"ENSG00000138735.18","ENSG00000138735","PDE5A",6446.08586210417,-1.18404705447079,0.0880073141426653,-13.4539619349294,2.91808527478311e-41,6.54342227011233e-39
"ENSG00000106484.17","ENSG00000106484","MEST",547.025103442877,-1.8194569831436,0.135357395758946,-13.4418734413583,3.43625417294004e-41,7.60527839159015e-39
"ENSG00000151726.18","ENSG00000151726","ACSL1",1472.75772103349,1.60399123204765,0.119604620620585,13.4107798154044,5.22861285743061e-41,1.14238487585042e-38
"ENSG00000130513.8","ENSG00000130513","GDF15",462.459510383959,-1.86052572728569,0.138793168517031,-13.40502380027,5.65051534445585e-41,1.2189377531673e-38
"ENSG00000131831.20","ENSG00000131831","RAI2",1026.90641215999,1.43998393944566,0.107932084092489,13.3415744868941,1.32628415200455e-40,2.8253168148077e-38
"ENSG00000145390.14","ENSG00000145390","USP53",8585.73829449306,2.15380099253118,0.161578439702983,13.3297548638936,1.55407468205197e-40,3.2696963866086e-38
"ENSG00000147027.6","ENSG00000147027","TMEM47",12703.5057986424,1.17093135571284,0.0881954420315475,13.2765518119859,3.16642750552458e-40,6.58076311575e-38
"ENSG00000013293.7","ENSG00000013293","SLC7A14",260.032727641963,-2.92923174517672,0.222436373020863,-13.168852312216,1.32597993554611e-39,2.72257229657551e-37
"ENSG00000185950.10","ENSG00000185950","IRS2",2221.72606857754,2.12972990818929,0.161945586961752,13.1508980772183,1.68165133676317e-39,3.41175024775213e-37
"ENSG00000221869.6","ENSG00000221869","CEBPD",1908.61781718509,1.50593281563836,0.11453200066521,13.148576877133,1.73407469917028e-39,3.47671776744233e-37
"ENSG00000196975.18","ENSG00000196975","ANXA4",4606.14071120131,1.18448038230756,0.0903282453331983,13.1130675453542,2.77157141652536e-39,5.49222326516573e-37
"ENSG00000163431.16","ENSG00000163431","LMOD1",5729.71304903945,1.15431875404593,0.0889013508572048,12.9842656260648,1.50272623213893e-38,2.94361614346111e-36
"ENSG00000185432.14","ENSG00000185432","TMT1A",2994.96659881745,2.2396690191141,0.174523233694441,12.8330708278954,1.07036058130918e-37,2.07285057121262e-35
"ENSG00000020577.16","ENSG00000020577","SAMD4A",3118.54061547637,1.21510586978962,0.0947625535055323,12.8226374748194,1.22462766792476e-37,2.34495558615435e-35
"ENSG00000119138.6","ENSG00000119138","KLF9",1679.76345034624,2.08856253767309,0.163146978621946,12.8017236685261,1.60352021337511e-37,3.03635460848207e-35
"ENSG00000106617.18","ENSG00000106617","PRKAG2",1066.15093746328,1.62874354392984,0.127872468811406,12.7372495351757,3.67110205382273e-37,6.87504628585132e-35
"ENSG00000137672.15","ENSG00000137672","TRPC6",746.178548267013,1.97000174972524,0.154749498406362,12.7302625857445,4.01486667765691e-37,7.43710412180751e-35
"ENSG00000046653.16","ENSG00000046653","GPM6B",857.233586783825,2.46645482735271,0.194158881589325,12.7032809787689,5.67017141819518e-37,1.03904366998798e-34
"ENSG00000163110.17","ENSG00000163110","PDLIM5",1328.85048126991,1.60572980422554,0.126465142901448,12.6970149037577,6.14283817590163e-37,1.11368349142251e-34
"ENSG00000137809.19","ENSG00000137809","ITGA11",1187.93893635169,-1.72482710523344,0.136416580938938,-12.6438230115553,1.21023278481006e-36,2.17103022302454e-34
"ENSG00000163513.22","ENSG00000163513","TGFBR2",13327.821952411,1.46551420408203,0.115921626463911,12.6422846951537,1.2341493389444e-36,2.19087219107192e-34
"ENSG00000099998.21","ENSG00000099998","GGT5",496.143332441004,2.42342327179965,0.192759293050402,12.572277234727,2.99957569027547e-36,5.26997617666749e-34
"ENSG00000150907.12","ENSG00000150907","FOXO1",487.667909631084,2.28828237202033,0.183645424168415,12.4603288232318,1.22862977971554e-35,2.11498067736488e-33
"ENSG00000214814.8","ENSG00000214814","FER1L6",314.159480207442,-3.01922788697449,0.242964714377036,-12.4266105665418,1.8741354300709e-35,3.19390159992682e-33
"ENSG00000101825.9","ENSG00000101825","MXRA5",4735.73039614927,-1.31584472167505,0.106289106222282,-12.3798643947878,3.35909876914259e-35,5.66789715086416e-33
"ENSG00000187193.11","ENSG00000187193","MT1X",95.231214922383,3.10413705244851,0.251983705672895,12.3188007103842,7.17534143681707e-35,1.19884479182585e-32
"ENSG00000128923.13","ENSG00000128923","MINDY2",1348.84890905293,1.05529458140244,0.0858306627779997,12.2950766922533,9.6265357551292e-35,1.59277109066905e-32
"ENSG00000246430.10","ENSG00000246430","LINC00968",2772.7465960664,1.94660443828829,0.158403774246156,12.2888766227458,1.03940390117407e-34,1.7032232003662e-32
"ENSG00000174306.24","ENSG00000174306","ZHX3",3366.28959567753,1.14413633149765,0.0935780507368271,12.2265458885797,2.24274152422841e-34,3.64007629103815e-32
"ENSG00000173918.17","ENSG00000173918","C1QTNF1",1002.13985710206,1.25182811209125,0.103062545052243,12.1462953535321,6.00243495677872e-34,9.65032986164367e-32
"ENSG00000071282.14","ENSG00000071282","LMCD1",4581.72941507042,1.63778522419998,0.13504281521218,12.127896042649,7.51555934227812e-34,1.1970108627206e-31
"ENSG00000115457.12","ENSG00000115457","IGFBP2",1918.49597914373,2.21757206068853,0.183438478768272,12.0889143628904,1.20873364137686e-33,1.90733691818004e-31
"ENSG00000077684.18","ENSG00000077684","JADE1",1634.12826487524,1.22741495412611,0.101670983718514,12.0724213461367,1.47722751953216e-33,2.30962489796945e-31
"ENSG00000164125.18","ENSG00000164125","GASK1B",5769.24129941209,1.12548723620789,0.0932386685179306,12.0710350554979,1.50232704657016e-33,2.32751432069533e-31
"ENSG00000139289.16","ENSG00000139289","PHLDA1",2422.35222462335,-1.05940116523674,0.0882044441120209,-12.0107458972394,3.12017990998964e-33,4.79046000234626e-31
"ENSG00000114270.19","ENSG00000114270","COL7A1",1547.64498424099,1.24875742751511,0.104916726368985,11.90236743685,1.1503665081642e-32,1.75040589572627e-30
"ENSG00000123562.20","ENSG00000123562","MORF4L2",5494.77835801642,1.02505146215988,0.0861855853133543,11.8935371667198,1.27873941567376e-32,1.92852009928427e-30
"ENSG00000162772.20","ENSG00000162772","ATF3",377.800359272413,1.92136671122911,0.161582918018763,11.890902422037,1.31972878317594e-32,1.9728787651653e-30
"ENSG00000133216.18","ENSG00000133216","EPHB2",380.69882030022,-1.7590905067441,0.148067697934316,-11.8803123928113,1.4980645640803e-32,2.200863474229e-30
"ENSG00000114098.20","ENSG00000114098","ARMC8",1016.69748106226,1.35243173888868,0.114151315431296,11.8477105040692,2.21150527771191e-32,3.22123700365525e-30
"ENSG00000109861.19","ENSG00000109861","CTSC",3759.90892845931,1.00409292323113,0.0850091423388473,11.8115875023043,3.40078836996438e-32,4.91154537296042e-30
"ENSG00000128606.14","ENSG00000128606","LRRC17",1202.35057232606,-2.39352511970751,0.202760428856157,-11.8046954882184,3.69124845428832e-32,5.28624001327575e-30
"ENSG00000127954.15","ENSG00000127954","STEAP4",381.34827320794,5.09517836610899,0.431880158412859,11.7976671695999,4.01282104888544e-32,5.69887469292548e-30
"ENSG00000164442.13","ENSG00000164442","CITED2",7627.1598690515,1.5596106999173,0.133330501385547,11.6973286960605,1.31529003811428e-31,1.85249362227633e-29
"ENSG00000110756.20","ENSG00000110756","HPS5",1007.434777161,1.57548713289972,0.134894615041574,11.6793923346322,1.62452704829844e-31,2.26927786533623e-29
"ENSG00000167552.18","ENSG00000167552","TUBA1A",4996.20502467263,-1.27508203512666,0.109351541098748,-11.6603938299802,2.03100788000754e-31,2.8140192106576e-29
"ENSG00000119508.19","ENSG00000119508","NR4A3",199.864083046698,2.09129251694192,0.179522032987516,11.6492247895128,2.31555616436226e-31,3.1823958187953e-29
"ENSG00000103485.21","ENSG00000103485","QPRT",876.031858684479,-1.19471227665303,0.102875859422493,-11.6131450406315,3.53374377754258e-31,4.81776491655045e-29
"ENSG00000144369.16","ENSG00000144369","FAM171B",1334.67427122212,-1.33874413273877,0.115850251840286,-11.555815472757,6.89894708922939e-31,9.33109970592439e-29
"ENSG00000143320.11","ENSG00000143320","CRABP2",1502.47167640111,-1.62927072947938,0.141345498637535,-11.5268667568782,9.65955665621466e-31,1.29620601996229e-28
"ENSG00000138829.16","ENSG00000138829","FBN2",16086.3220198783,1.92952219563588,0.168179154180604,11.4730164094166,1.8026411615831e-30,2.400047709039e-28
"ENSG00000250978.6","ENSG00000250978",NA,83.0467895153516,6.44332542750682,0.562366317415085,11.4575237313706,2.15590823947999e-30,2.84813862148977e-28
"ENSG00000168398.9","ENSG00000168398","BDKRB2",5387.44570595664,-2.06211591652297,0.180052122576611,-11.45288312636,2.27452291658712e-30,2.98172458034444e-28
"ENSG00000154864.15","ENSG00000154864","PIEZO2",173.182957277856,-2.42615302606751,0.212167740521229,-11.435070289702,2.79310429013414e-30,3.63359414598977e-28
"ENSG00000156675.18","ENSG00000156675","RAB11FIP1",999.440191402414,1.48658542062138,0.130499831971903,11.3914738291882,4.61123253783551e-30,5.9533806749843e-28
"ENSG00000140545.18","ENSG00000140545","MFGE8",9750.789103626,1.15681965174258,0.101705947061263,11.3741593797437,5.6242121068588e-30,7.20660321241261e-28
"ENSG00000181467.5","ENSG00000181467","RAP2B",665.016759304521,-1.25434869216442,0.110622542740135,-11.338997107588,8.4102728493201e-30,1.0696109693889e-27
"ENSG00000277443.5","ENSG00000277443","MARCKS",5647.80576926785,-1.18653134171336,0.104821619812278,-11.3195287750588,1.05034985542672e-29,1.3259305360135e-27
"ENSG00000072958.11","ENSG00000072958","AP1M1",2187.31081374945,1.09997895554004,0.0976062924534699,11.2695496149945,1.85516411125536e-29,2.32468432235396e-27
"ENSG00000233117.5","ENSG00000233117",NA,92.7159759290876,3.29774350854276,0.293291788727829,11.2438998815716,2.48171323750257e-29,3.08710634989188e-27
"ENSG00000196507.13","ENSG00000196507","TCEAL3",967.858765762982,1.06248945223083,0.0947400277311082,11.2147893311409,3.45006936243554e-29,4.26058565758163e-27
"ENSG00000145777.15","ENSG00000145777","TSLP",120.739970369723,-2.85036269605631,0.254822115857393,-11.1856958979631,4.79131816942163e-29,5.87436289520025e-27
"ENSG00000116584.24","ENSG00000116584","ARHGEF2",2260.43575460353,-1.0057221934074,0.0901207754677821,-11.1597152619591,6.41968520617557e-29,7.81459109168886e-27
"ENSG00000177283.8","ENSG00000177283","FZD8",130.718350765319,2.55839777837042,0.229501636878197,11.1476232290588,7.35446036742689e-29,8.88898677884319e-27
"ENSG00000163491.20","ENSG00000163491","NEK10",199.647120242818,-2.38714893764723,0.215732862902891,-11.0653004161066,1.84842453939027e-28,2.21836978875275e-26
"ENSG00000177674.18","ENSG00000177674","AGTRAP",877.053394745517,1.12320503546737,0.101683916942145,11.0460441458647,2.29088692135418e-28,2.73016048347678e-26
"ENSG00000243244.9","ENSG00000243244","STON1",1064.75629274675,1.40694430506687,0.128081918935061,10.9847222524845,4.52628698151667e-28,5.35673491243104e-26
"ENSG00000146122.19","ENSG00000146122","DAAM2",982.84624993537,1.62736226474147,0.1486595279097,10.9469086013106,6.87541971851038e-28,8.08075192019682e-26
"ENSG00000276600.7","ENSG00000276600","RAB7B",312.259961804495,-1.81299203302309,0.16563616321829,-10.9456292502608,6.97318315173071e-28,8.13951967615032e-26
"ENSG00000256235.5","ENSG00000256235","SMIM3",1124.08089621701,1.26794857789815,0.116087851247552,10.9223192976008,9.01635239489833e-28,1.04528352050243e-25
"ENSG00000096060.17","ENSG00000096060","FKBP5",2618.42938059409,4.05095503982296,0.371179850374979,10.9137256123428,9.91095128393863e-28,1.14123264716812e-25
"ENSG00000146592.18","ENSG00000146592","CREB5",672.566805077776,-2.04766682557364,0.187990364169868,-10.8924031006364,1.25289892587098e-27,1.43301365736196e-25
"ENSG00000205978.8","ENSG00000205978","NYNRIN",1614.6548727082,-1.14753279938185,0.105495444018259,-10.8775578894501,1.47460706899807e-27,1.67535024465767e-25
"ENSG00000136546.19","ENSG00000136546","SCN7A",5067.92876921182,1.37704216255976,0.126779042385917,10.8617492027431,1.75357622083058e-27,1.97910238115197e-25
"ENSG00000187498.19","ENSG00000187498","COL4A1",2286.51055454389,1.31847740250803,0.121571746903644,10.8452616342926,2.10034057798269e-27,2.35486869276191e-25
"ENSG00000069431.16","ENSG00000069431","ABCC9",879.434676714688,1.05279299539979,0.0981160323383922,10.7300812141365,7.35315223711878e-27,8.19035427614237e-25
"ENSG00000099194.8","ENSG00000099194","SCD",1430.0941901764,-1.97658782053868,0.184845482143366,-10.693189780022,1.09537643685607e-26,1.21216917122734e-24
"ENSG00000092621.15","ENSG00000092621","PHGDH",1163.94708911799,-1.43352495578475,0.134170794311721,-10.6843293515444,1.20516936140169e-26,1.32506427464566e-24
"ENSG00000165507.11","ENSG00000165507","DEPP1",17469.8115594019,1.5540674104243,0.145785119549565,10.6599865282954,1.56620128792858e-26,1.71097450954351e-24
"ENSG00000177666.19","ENSG00000177666","PNPLA2",2136.35964671552,1.08969971649332,0.102640346850028,10.6166799892592,2.49269479945237e-26,2.70576463517627e-24
"ENSG00000120837.10","ENSG00000120837","NFYB",1981.5347301928,1.05528720590541,0.0995125800310975,10.6045608060372,2.83794204689467e-26,3.04177411089176e-24
"ENSG00000126878.15","ENSG00000126878","AIF1L",93.0039168016335,-2.654717799751,0.251404807906467,-10.5595347275087,4.58930877244997e-26,4.85782609317344e-24
"ENSG00000128699.17","ENSG00000128699","ORMDL1",2082.22423349378,1.02638918570025,0.0973892571890918,10.5390390616432,5.70791314702844e-26,6.00458369454683e-24
"ENSG00000131386.22","ENSG00000131386","GALNT15",14558.7497770972,1.62972860521383,0.155046290740519,10.5112389172941,7.6679515796944e-26,7.96812383055804e-24
"ENSG00000163697.20","ENSG00000163697","APBB2",2349.59037216582,1.07890055794806,0.102699998237914,10.5053610171315,8.16099343349712e-26,8.42906970264593e-24
"ENSG00000183044.14","ENSG00000183044","ABAT",505.964650760845,1.15955430358782,0.110560960909226,10.4879181046541,9.8167563037222e-26,1.00781422245803e-23
"ENSG00000177614.13","ENSG00000177614","PGBD5",140.581987988797,-2.56680671180379,0.244905656130473,-10.4807980034415,1.05846806111197e-25,1.07371504151609e-23
"ENSG00000183160.11","ENSG00000183160","TMEM119",3011.6788628952,-1.17356373777423,0.112055094969276,-10.4730957400554,1.14825245461676e-25,1.15790049299283e-23
"ENSG00000138073.16","ENSG00000138073","PREB",1739.71962860289,1.1096428380991,0.105960120043113,10.4722686011266,1.15833212478177e-25,1.16119388650182e-23
"ENSG00000108830.13","ENSG00000108830","RND2",206.843191830397,-2.31276979260571,0.220902118747684,-10.469658714534,1.19071512541212e-25,1.18667644253061e-23
"ENSG00000127083.10","ENSG00000127083","OMD",431.905675907297,1.76628917036044,0.168783322878042,10.4648323083242,1.25298197513081e-25,1.24147202442902e-23
"ENSG00000099204.24","ENSG00000099204","ABLIM1",853.820917053784,1.42100776362052,0.135968126618063,10.451035834392,1.44933531820599e-25,1.42772095334488e-23
"ENSG00000110900.18","ENSG00000110900","TSPAN11",259.547957263341,-1.47053245811193,0.141116224390133,-10.420718556404,1.9944064538689e-25,1.95337211418585e-23
"ENSG00000168556.8","ENSG00000168556","ING2",352.535302436309,1.45534973165883,0.13975645114748,10.4134708609841,2.15228463687817e-25,2.09595627323873e-23
"ENSG00000164742.18","ENSG00000164742","ADCY1",359.836902914585,-2.59223089423627,0.249166313012924,-10.403617017449,2.38696825792305e-25,2.31129051429117e-23
"ENSG00000180914.12","ENSG00000180914","OXTR",573.168715160003,1.85796496650565,0.179309629050939,10.3617690602541,3.70053561065889e-25,3.54295100431735e-23
